police_station,day_of_week,hour,unique_vehicle_types,vehicle_types
Jayanagara,Saturday,22,8,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Saturday,23,6,"['CAR', 'GOODS AUTO', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,0,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,1,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,2,8,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Jayanagara,Sunday,3,6,"['CAR', 'HGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Sunday,4,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Sunday,5,7,"['CAR', 'JEEP', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,6,6,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,7,7,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER', 'TEMPO']"
Jayanagara,Sunday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Sunday,9,2,"['CAR', 'TANKER']"
Jayanagara,Sunday,17,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Sunday,18,2,"['PASSENGER AUTO', 'VAN']"
Jayanagara,Sunday,19,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Sunday,20,2,"['CAR', 'TEMPO']"
Jayanagara,Sunday,21,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Sunday,22,2,"['BUS (BMTC/KSRTC)', 'CAR']"
Jayanagara,Sunday,23,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'TOURIST BUS']"
Jayanagara,Thursday,0,6,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TRACTOR', 'VAN']"
Jayanagara,Thursday,1,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Jayanagara,Thursday,2,4,"['CAR', 'JEEP', 'MAXI-CAB', 'SCOOTER']"
Jayanagara,Thursday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Thursday,4,6,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Jayanagara,Thursday,5,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Thursday,6,6,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Thursday,7,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Thursday,8,3,"['BUS (BMTC/KSRTC)', 'CAR', 'PASSENGER AUTO']"
Jayanagara,Thursday,9,1,['CAR']
Jayanagara,Thursday,19,1,['CAR']
Jayanagara,Thursday,20,8,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Thursday,21,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Thursday,22,8,"['BUS (BMTC/KSRTC)', 'CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Jayanagara,Thursday,23,5,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Tuesday,0,4,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Tuesday,1,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Tuesday,2,6,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Tuesday,3,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Tuesday,4,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Tuesday,5,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Tuesday,6,4,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jayanagara,Tuesday,7,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Tuesday,8,1,['PASSENGER AUTO']
Jayanagara,Tuesday,9,1,['CAR']
Jayanagara,Tuesday,10,2,"['CAR', 'SCOOTER']"
Jayanagara,Tuesday,18,2,"['MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Tuesday,19,1,['SCOOTER']
Jayanagara,Tuesday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Tuesday,21,7,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Tuesday,22,5,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Tuesday,23,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,0,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,1,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,2,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,3,6,"['CAR', 'JEEP', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,4,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Wednesday,5,6,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER', 'TANKER']"
Jayanagara,Wednesday,6,6,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,7,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MINI LORRY', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Jayanagara,Wednesday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Wednesday,11,1,['MOTOR CYCLE']
Jayanagara,Wednesday,12,1,['PASSENGER AUTO']
Jayanagara,Wednesday,18,1,['SCOOTER']
Jayanagara,Wednesday,20,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Wednesday,21,6,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,22,7,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Wednesday,23,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Jeevanbheemanagar,Friday,0,7,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TOURIST BUS']"
Jeevanbheemanagar,Friday,1,8,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Jeevanbheemanagar,Friday,2,11,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
Jeevanbheemanagar,Friday,3,7,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,4,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,5,8,"['CAR', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'VAN']"
Jeevanbheemanagar,Friday,6,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,8,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jeevanbheemanagar,Friday,9,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Friday,10,2,"['MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Friday,11,1,['CAR']
Jeevanbheemanagar,Friday,16,2,"['MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Friday,18,1,['SCOOTER']
Jeevanbheemanagar,Friday,19,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,21,10,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS', 'TRACTOR']"
Jeevanbheemanagar,Friday,22,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Friday,23,11,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TRACTOR']"
Jeevanbheemanagar,Monday,0,5,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Monday,1,7,"['CAR', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,2,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,3,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,4,4,"['CAR', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Monday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,6,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,7,4,"['CAR', 'JEEP', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Monday,8,3,"['CAR', 'LGV', 'SCOOTER']"
Jeevanbheemanagar,Monday,9,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Monday,10,2,"['CAR', 'MOTOR CYCLE']"
Jeevanbheemanagar,Monday,11,1,['MOTOR CYCLE']
Jeevanbheemanagar,Monday,13,1,['SCOOTER']
Jeevanbheemanagar,Monday,17,1,['LGV']
Jeevanbheemanagar,Monday,19,2,"['CAR', 'LGV']"
Jeevanbheemanagar,Monday,20,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,21,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Monday,22,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'TOURIST BUS']"
Jeevanbheemanagar,Monday,23,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,0,7,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,1,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,2,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,3,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jeevanbheemanagar,Saturday,4,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jeevanbheemanagar,Saturday,5,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,6,11,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MINI LORRY', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Jeevanbheemanagar,Saturday,7,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,8,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Saturday,9,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Jeevanbheemanagar,Saturday,19,2,"['CAR', 'SCOOTER']"
Jeevanbheemanagar,Saturday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,21,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,22,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Saturday,23,10,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Sunday,0,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jeevanbheemanagar,Sunday,1,7,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,2,11,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Jeevanbheemanagar,Sunday,3,9,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,4,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jeevanbheemanagar,Sunday,5,6,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,6,9,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Sunday,7,7,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,8,6,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,9,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,10,1,['SCOOTER']
Jeevanbheemanagar,Sunday,11,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Sunday,19,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Sunday,20,5,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB']"
Jeevanbheemanagar,Sunday,21,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,22,7,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Sunday,23,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Jeevanbheemanagar,Thursday,0,10,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'VAN']"
Jeevanbheemanagar,Thursday,1,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,2,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,3,7,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,4,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,5,9,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,6,7,"['CAR', 'JEEP', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,7,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,8,5,"['CAR', 'HGV', 'JEEP', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Thursday,9,2,"['CAR', 'SCOOTER']"
Jeevanbheemanagar,Thursday,18,2,"['CAR', 'LGV']"
Jeevanbheemanagar,Thursday,19,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Thursday,20,2,"['MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Thursday,21,8,"['CAR', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Thursday,22,9,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Thursday,23,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER', 'VAN']"
Jeevanbheemanagar,Tuesday,0,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,1,10,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,2,8,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,3,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jeevanbheemanagar,Tuesday,4,8,"['CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,5,6,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,6,8,"['CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Tuesday,7,6,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,8,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,9,1,['CAR']
Jeevanbheemanagar,Tuesday,11,1,['SCOOTER']
Jeevanbheemanagar,Tuesday,13,1,['MOTOR CYCLE']
Jeevanbheemanagar,Tuesday,17,1,['LGV']
Jeevanbheemanagar,Tuesday,19,2,"['MAXI-CAB', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,20,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,21,9,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,22,8,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Tuesday,23,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,0,7,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,1,8,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jeevanbheemanagar,Wednesday,2,9,"['CAR', 'GOODS AUTO', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,3,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,4,8,"['CAR', 'GOODS AUTO', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,5,7,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,6,9,"['CAR', 'GOODS AUTO', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,7,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,8,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS']"
Jeevanbheemanagar,Wednesday,11,1,['CAR']
Jeevanbheemanagar,Wednesday,19,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jeevanbheemanagar,Wednesday,20,1,['CAR']
Jeevanbheemanagar,Wednesday,21,10,"['CAR', 'HGV', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'TOURIST BUS']"
Jeevanbheemanagar,Wednesday,22,10,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
Jeevanbheemanagar,Wednesday,23,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jnanabharathi,Friday,0,2,"['CAR', 'LGV']"
Jnanabharathi,Friday,1,2,"['BUS (BMTC/KSRTC)', 'CAR']"
Jnanabharathi,Friday,2,1,['CAR']
Jnanabharathi,Friday,3,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jnanabharathi,Friday,4,3,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE']"
Jnanabharathi,Friday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jnanabharathi,Friday,6,6,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jnanabharathi,Friday,7,5,"['CAR', 'MINI LORRY', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jnanabharathi,Friday,8,2,"['CAR', 'SCOOTER']"
Jnanabharathi,Friday,10,1,['CAR']
